text,actual_sentiment,predicted_sentiment
i love starbucks coffee and not all the stores are the same this location is nice because it does have a drive thru window if you just want to get it on the run inside is pretty clean and kept up not very big but there are outdoor tables if you want to sit outside i always ask for my drink extra hot and for some reason this location never has been able to do that for me the parking lot is not very big and is usually crowded since they do share it with other businesses i usually park in the raleys lot and walk over,neutral,neutral
certain baristas consistently place my coffee on the counter edge nearest to them and furthest from me i m barely five feet tall i d like to not have to climb across to retrieve my caffeine,negative,negative
service is better during the day night shift doesn t care about anything but closing early stood by the counter for minutes while i waited for my drink that was sitting on the counter,negative,negative
so far so good it s now open as of september st the configuration is kinda weird seating areas are long and narrow so plenty or all seats near a view outside to market or new jersey streets always amazes me how many of gess they can pack into such a small geography one more spot for the die hands to get their psl no drive thru that would be what i d like to see in a downtown location though i guess traffic would be an immediate issue,positive,positive
i will drive passed the other starbucks location in brownsburg to this one because they always make my drink right,positive,positive
the review only pertains to a custom coffee from the clover machine this was a weekday morning not crowded by sunday morning standards the barista was busy and doing much multi tasking the coffee came to me tepid well below degrees and i presume it was waiting for the barista to pour it the tall size is vs for the regular pike place coffee so it deserves a bit more attention other than being busy i do not have a complaint about the service at this location i just do not think that any regular coffee shop can handle custom coffee the clover machine was built to make it all automatic and it is now unique to starbucks but whether it fulfills its function is something else,negative,positive
new location for this starbucks garbage overflowing inside and out coffee is lukewarm and when we went to get a hotter one we were told they were out of the dark roast and couldn t heat it up seems like poor management,negative,negative
this is a pretty typical starbucks their service is always better than their coffee in my opinion i come in because they have a consistently average coffee and i know i ll be able to get wifi to get some work done lot of people here with the same idea as far as laptops and getting work done my pour over took about min which they apologized for bringing out late music is always a tad loud in my opinion at all starbucks so don t plan on taking any phone calls here with any semblance of quiet in the background to make up for the long wait i was provided gift card many thanks for that like i said earlier service stars is better than their coffee stars,positive,positive
this is possibly the worst managed starbucks that i have ever visited inexplicable and inconsistent pricing good customer service is seriously lacking at this particular starbucks when i brought this to the attention of the store manager she insisted on blaming everyone else yet she was the one that charged me differently on three separate occasions for the exact same drink honestly they really need to find someone to run this starbucks that knows what they re doing,negative,negative
great service and friendly staff always welcoming and my order is always perfect cant wait till they reopen for in store seating,positive,positive
thank you thank you thank you to manager of the starbucks for donating to my classroom for preschoolers with autism they donated so many straws for a sensory activity and we are so appreciative,positive,positive
starbucks is a treat coffee for me cuz i usually do dd but when i want my coffee sweet with a lil kick of extra i go here love it and he threw in a cake pop for free,positive,positive
my favorite starbucks in town hands down the best staff with quick in and out orders they make an extra effort to get to know their customers and any order that is not sufficient they fix prime location with the beauty of outside seating by a fireplace honorable mention goes to the store manager brenden brenden has worked at starbucks for a while now and is always going above and beyond the place is spotless super clean and the rest of the staff follows behind his leadership service with a smile,positive,positive
waited in line at the drive thru for minutes at pm no option to leave because of the curb on both sides absolutely ridiculous will not return,negative,negative
this is open for a while now and one thing they need to work on is maintaining the condiments counter i m there often and almost always its out of supplies i m also somewhat disappointed that they don t fill the coffee to the top why should i get cup of coffee happened too many times to not say anything about,neutral,negative
one of the lady was wonderful seem like she says you can make it anyway you want something like that phrase customizing the drinks i was having a disappointing day but she brighten it back up d one person can change a bumming day to a great day,positive,negative
standard starbucks the people are pretty nice once someone in front of me in the drivethru line bought of my purchase with the idea that you pass it along which i did they said it can go for a dozen or so customers in a row sometimes,positive,positive
great starbucks with awesome staff the coffee is always fresh and it is served with a smile seriously the only thing that keeps this one from being a five star in my book is how small the store is inside it s a good spot to grab a quick cup of coffee but not so great to chill for a while,positive,positive
the worst starbucks i ve ever visited not that any are good but this one is especially bad i always ask for less syrup because their drinks are sickeningly sweet they can never get this right not once have they ever made a drink the way i ask i will never be back,negative,negative
i have been to starbucks all over the country seattle included this is the worst representation of the chain anywhere slow service half empty case in front always dirty condiment station unbelievable disappointment,negative,negative
this starbucks is a hit or miss i have gone there every day for the past years sometimes the coffee is good sometimes awful the lines are ridiculous weekends i go to hendersonville as you may as well park at this one the people there are very friendly but they get my coffee wrong at least days out of if this continues i will start making y on coffee at home,negative,neutral
i used to go to this location frequently i just can t support waiting minutes to get a drink that will be wrong to echo what other reviews have said no matter what your wait time will be bonkers the staff varies from helpful to deer in the headlights last time i was there i asked for my receipt and after it printed the woman at the register just stared at it in silence it s a real fall from grace as i was definitely a regular at this location and when it was across the street,negative,negative
stopped at drive through at pm and recording said they were closed pm on a wednesday seriously sign says pm somebody wanted to go home early,negative,negative
my review is in response for issues first issue was my drink i ordered a nitro cold brew with sweet cream inside when i received the drink it was missing the sweet cream ok no big deal i can just take it back up to the counter and they can add it when i did this there was no apology it was almost as if it was my fault for bring it back up there if you make a mistake own up to it and apologize had i been in the drive thru and this happened i would have been pissed because if the way the drive thru and parking lot are designed this is my second and biggest complaint about this location the parking lot has only entrance exit for the parking lot and the drive thru line was blocking it both when i arrived and an hour later when i left i had to sit and wait for the line to move before i could get in and out of the parking lot because of this i will not visit this location again unless it s for the drive thru on a positive note the lobby has a generous amount of tables and seating,negative,neutral
this isn t my first choice for starbucks in the area but it s up there on the list they seem to stay pretty busy but any time i ve gone in to work for awhile i ve been able to find a seat somewhere though it s been close once or twice sometimes the drive thru is slow sometimes my order s not quite right when i get it though it s more a matter of how they make it rather than receiving the wrong item the parking lot is currently hard to navigate between the pot holes and tight lot space but despite these few issues i enjoy this starbucks location and keep coming back again and again the friendly baristas and chill work space make the occasional hiccups worth it,positive,positive
just moved from cali and super stoked this starbucks is literally in my backyard the staff team here have the best friendliest customer service so far my order is ready and fresh for pick up thank you for your excellent service at times like these covid keep up the great work stay safe and always keep smiling you make a difference,positive,positive
i frequently visit this starbucks location and the establishment is always clean shelves orderly and the staff is extremely nice today when i went into starbucks with my husband the staff went out of their way to make sure everything was great my husband ordered his usual and i ordered a water and a white mocha he received his coffee and my water pretty quickly and we sat down waiting for my mocha we waited for a few minutes and when he went to check on the status an employee had already made it and placed it on the counter and someone picked it up realizing this they apologized totally wasn t their fault and quickly made me another i really appreciated the fact that they immediately made me another drink and apologized even though the apology wasn t necessary,positive,positive
this starbucks fucked up my order i ordered a matcha latte w almond milk they put way too much freaking powder like chill it shouldnt be that hard to make a matcha latte it s literally powder and liquid how do you mess that up i understand that these employees r new but why did you hire them if they cant make a simple drink fire them i paid dollars for the most horrendous piece of shit ever u guys ruined my day and my appetite,negative,negative
this location ruined my image of starbucks years ago hadn t been here in well over a year because the customer service sucks regardless people in o fallon shiloh must not care about the bad experiences or reviews here cuz even still today the drive thru line was wrapped around the store as it always is blocking the cars of the people who decided to brave the hot mess nightmare inside of the store i ll go to the fvh target location if i have to have starbucks or i ll goto circle k gas station and use their espresso machine and get treated way better and much quicker,negative,negative
worst starbucks i ve ever been to i just pulled out of the drive thru here there were only girls working and it literally took min from the time we ordered our drink to actually get them and then the girl working the drive thru had an attitude with us because we were annoyed that they were going so slow i wish i could rate as stars horrible customer service,negative,negative
horrible customer service there s a girl who works there she must be a manager she is so rude she always has her hair tied back tight and has painted on thick eyebrows please fire her my friend kindly asked for her to correct her drink since they put sweetener in it on accident she made it seem like it was her fault took it back and just handed it to her without saying a word no smile from her no personal interaction and this is my weeklong observation of going there twice a day for days straight,negative,negative
the staff is their best asset their service is fast and when i had an unsatisfactory drink one time they quickly resolved it no problem and with a smile,positive,positive
i m surprised that during a busy time there is only one cashier the person before me had an item return and it took such a long time no one said anything to me while i waited and waited i come here a lot and just expected to be welcomed and not ignored today austin made my day he gave me lots of ideas on how to enhance my drink nice i feel like an important customer and will be back soon my cascara latte with an extra shot is perfect thanks austin,positive,positive
even though i like coffee from other places more preferably a non franchise place coffee is coffee they have new items on the menu including choices of vanilla blonde the barista made vanilla blonde latte with soy milk and it was delish,positive,positive
since i came twice this week i ll write about both experiences earlier i ordered via drive thru the lines are usually long at this location today was lite in comparison even with a lite line their drive thru service can be a bit slow but that could be perspective since we expect things almost instantly in a drive thru line i ordered my iced doppio as usual and it was made perfectly with all of my little additions if you order banana nut loaf ask them to warm it up it will change your world today i ordered an iced doppio and it didn t turn out as expected so they actually have on the menu an iced doppio that comes grande and i think there are things added in it that i m not too fond of so if you want a double espresso just ask for a double espresso i ll have to remember that next time other than that my bacon gouda egg sandwich was great the only negative experience this trip was coming inside the store this time and with only people in front of me it still took while before i was able to order guess i ll have to use the app more to order from this store specifically,neutral,negative
probably the slowest starbucks ever i ve had to wait mins for a iced americano with no one else in line drinks never taste good anyways i ll just an extra mins to the starbucks on westshore or dale mabry if i really want starbucks,negative,negative
absolutely love this new location it has just recently opened and is easily my favorite one to study at it is actually a little further of a drive from my house than other starbucks locations but i choose to make the drive every time first of all i have to complement the staff the employees are so kind and are eager to please their customers during one of my visits i ordered a drink that they were out of and was completely refunded and given my second choice at a discounted rate i thought this was so kind next the atmosphere is great there are many tables of all shapes and sizes so i am convinced there is a place for everyone to get comfy here they also offer nice furniture in the front of the store by the windows which is not something all locations have the restrooms are impressively clean and are very well maintained really the whole place is if you are looking for a place to be productive or just meet with some friends over a cup of coffee tea i highly suggest this starbucks location,positive,positive
closest coffee drive thru from my house must be a starbucks thing to not give good service orders never right rude just give me my coffee please correctly not much to ask especially when i pay bucks per cup,negative,negative
stars my neighborhood starbucks fast and always friendly service the only thing that sucks is the lack of parking,positive,positive
the service was amazing and the girl with the blue hair was so nice and make my drink perfectly,positive,positive
store looks nice but can be deafeningly loud no sound insulation at all here at after lunch no rush whatsoever and every free table is filthy had to get napkins and literally scrub a table parking lot is tight love the chain poorly thought out location with untrained inattentive staff bummer,negative,negative
horrible customer service the morning staff at this store is extremely rude always messes up my order this starbucks is the closest to my home and now i have to drive further out to a different starbucks to get my drink right the first time and order taken by a decent human being i refuse to ever give this store business again do your self a favor and drive those extra miles to a different store you won t regret it,negative,negative
i love java frappuccino from starbucks but this one from the wynnewood starbucks was horrible i went there during the week around pm i don t know if it s always the same lady who works by that time but anyway the frappuccino tasted like water there was too much ice i couldn t even taste the coffee or the chocolate i couldn t drink with the straw i only ate the whipped cream with a spoon really disappointed,negative,negative
this starbucks is my favorite one in the nashville area most of the staff here are extremely friendly and even remember my name despite being one of the busiest starbucks i ve ever been to it isn t unusual to have a long line inside and out and to have difficulty finding parking but everything moves through fairly quickly despite the volume of customers their serving,positive,positive
drive thru wait time a little longer than should be expected walk in much quicker service is great though nice people,positive,positive
starbucks has a delicious green tea frappuccino and their coffee is super yum zone,positive,positive
it s degrees in philadelphia why do you have the air conditioning on now is that really what starbucks corporate wants what a waste of energy not very good as a corporate citizen besides the fact that you guys barely recycle correct me if i m wrong i guess you want to freeze us out of your location what s up with that,negative,negative
i tried this location for times by placing mobile orders they are so slow in preparing my drinks every single time i had to wait in additional mins after arriving if you are in a hurry i strongly recommend to avoid this location,negative,negative
pricey but overall the best place for a tasty venti vanilla latte love the lemon pound cake w white glaze frosting poured on top soothes the sweet tooth and goes well with your java,positive,positive
don t come here if you re in a hurry they cannot keep up with the volume i placed an online order and went through the drive thru to pick up i waited in the drive thru line for over mins i would highly recommend they manage their staff and resources better especially in such a high traffic location,negative,negative
this is a pretty typical starbucks i don t go here very often but when i do the drinks are always made exactly how i expect them to be made the employees are always nice and chat a little bit at the window while waiting for the drink to be done or payment to go through the patio is decent no complaints on these things at all where there is a complaint however is that this location is very small and the parking lot is a terrible joke it s on a very busy section of broadway where many different commuters pass all day long it gets super busy it s not set up for super busy the drive thru line is usually jammed packed and flowing out onto broadway causing a major nightmare for busy traffic it actually is dangerous at times people will flat out stay in a traffic lane just to stay in that damned drive thru line there s very little parking so even if people weren t lazy as can be there s still a hassle there i wish they would redesign this location somehow to make the busy line flow better or at least to get it off of broadway for safety reasons,neutral,neutral
i can t believe how downhill this company has gone to spend for to dollars for coffee and it taste like crap the quality is terrible customer service has gone downhill they rush everything go here every day and it s not worth the money anymore,negative,negative
my second favorite starbucks location in shpk good ample seating plenty of space to sprawl and good customer service and there is enough parking here plus a good patio space,positive,positive
starbucks is awesome except for this one they take forever even when nobody is in there i complained about it and the employee at the drive they was so rude she walked away when i was speaking i wasn t being mean i just told her my issue horrible customer service and i will never go to this one again,negative,negative
oh dear god if you go to a regular starbucks i e not on the u of a campus you ll have an awesome visit and it ll be everything starbucks is suppose to be if you go to a starbucks on the u of a campus you ll probably have a terrible experience especially at this location right outside the cameron library first off the servers only speak spanish why i have no idea they also never smile or strike up a normal polite conversation with you the one server who must be a manager of sorts always looks like she s ready to kill someone i actually don t think she s capable of a smile or even standard conversation the drinks and food are the same as any other starbucks and you early points on your starbucks membership at this location but you can t use your points at this location this is stupid and i think has something to do with how this location is franchised compared to others i worked at the library and in the summer this location didn t open until am the same time the library opened for students this is fine but for staff it sucked if they even opened minutes earlier it would have made life so much easier and in the summer their sign says they close at pm personally i think that s ridiculously early for a coffee shop and for awhile their sign said pm but they still closed at pm they re also incredibly slow in fact i think i could be faster moving backwards they always seem to have a line but it s mainly because they serve so slowly they have two cash registers but i ve only ever seen the one open they also seem to have a hard time keeping the condiments refilled most mornings the milk isn t out right away and most afternoons there s no sweetener available they re definitely letting the starbucks reputation down,negative,negative
it s interesting to see some rough reviews on here but i just went for the first time and enjoyed it the woman working the register was very friendly in an auntie or mom kind of way saying you re welcome baby and stuff that made me feel a bit more at home i ordered the sumatra but they ran out halfway through the the cup she asked if i wanted to get topped off with something else and i said the veranda a bit sad since i couldn t get a full cup of what i wanted then she asked if i just wanted all veranda i said yes and she dumped out that sumatra and told me that the next time i come she ll give me a free cup so yay,positive,negative
this starbucks location doesn t seem to be run very well the employees were more concerned with taking pictures of each other and talking about customers who had placed orders on the phone than making drinks just got an iced coffee with nothing in it and was standing there in the crowded waiting area for like min it s worth it to walk to any of the nearby coffee shops,negative,negative
everytime i come i wait in line for about minutes and out of times they tell me they are out of the food item i choose it s frustrating to wake in line for so long and then be told the one thing i actually really want is out,negative,negative
consistently the slowest and most unprofessional starbucks of all time it shouldn t take me mins to get a coffee in the drive thru every time,negative,negative
i am just about done with starbucks i don t drink coffee i love all the drink options that they offer but the price per quality served are not adding up i did order ahead while they were busy you would think that minutes would be enough time so just be able to walk in get my drinks that was not the case then when i did get my drinks there was a lap in my first and second drink being made other customers were helped in this time the drink i got was a cinnamon dolce cr me just steamed milk with cinnamon dolce syrup whipped cream a little cinnamon on top the last times i got it my cup has been half full when paying for a oz drink you want all of those ozs also this is nothing of the staff but the parking situation getting in out of the lot is a total nightmare,negative,negative
always good service with no attitude unlike the starbucks at garden state park on rt,positive,positive
this is the worse service i ever received it took twenty five minutes for two drinks the drive thru was busy so i decided to get off and order going inside thinking it would be faster i should have just stayed in my car there was only couple people inside it seems that they were not organized they had five people making drinks but it still took forever they got my drink wrong and it was going take another ten minutes to make me a new one i left very unhappy and won t be coming back to this location,negative,negative
if you re looking to buy coffee beans skip this location the past three times i ve stopped here they didn t have what i was looking for thet always say they have the kind i am looking for in the back but come back empty handed,negative,negative
same drink i order at every other starbucks but taste and looks disgusting recommend trying a different starbucks i m vegan and it looks full of something white floating in my drink almond milk dose not do that looks maybe they added whipped cream and instead of starting a new drink they just mixed it in,negative,negative
not bad not superb just starbucks i love that there s a drive thru but the location is off of the street so it s kind of hard to get here yesterday morning the lid of my frappuccino was not properly applied to the cup so it created a whole mess after i pulled off not cool baristas not cool but i ve been here several times before then and had no problem,neutral,negative
from what i ve been told this is one of the highest grossing starbucks outside of philly for as busy as they are they can have a lack of urgency and an attitude of boredom but typically have their act together and getting a drink is usually a smooth process attractive and comfortable inside that being said i have been going here twice a day since i moved here six months ago and not once has an employee ever used my name which is a major faux pas in starbucks culture parking can be a challenge by the time you get all of the employees parking their cars it leaves a few spaces for customers thus i end up going through the drive through more than i would like which itself can be challenged at times,positive,positive
this is literally the most poorly ran starbucks i ve ever encountered the staff is extremely friendly but they never seem to do anything with a purpose even if they know there s people in line i ve often seen them pause for a few moments to chat with no sense of urgency to get customers through while this would be normally infuriating at any location more so at an airport if it s a staffing issue then please staff better especially during peak hours but it s never okay for it to take minutes to get to the cash register wait is to be expected to receive your drink but to order that s simply not caring,negative,negative
i go to this starbucks almost twice a week and they are so awesome the customer service is wonderful and they are always always super friendly,positive,positive
very good customer service i m always greeted with a smile and hello it s a bit crowded feeling on the inside there s not much room to move around so i usually get what i need and go i do wish this location had a drive thru but it s on the corner of a shopping plaza their outdoor seating looks cozy my only real complaint is they never have the spinach feta wrap never it s not just this location though i m starting to think that the wrap is an urban legend i ve been to several locations around nashville clarksville milwaukee and san antonio and i m always told they re out no lie other than that its close to home so i ll keep going back,positive,positive
worst starbucks drink i ve ever had ordered the nitro cold brew with cold foam first off the coffee was warm normally there s ice in my cold brew or it s extremely cold this was unacceptable it was warm and the cold foam was warm as well and very thin just terrible my fianc ordered it and when i realized the disaster we didn t feel like going back in traffic to get back to the location disappointed spent almost on one drink and can t even finish it because it s not very good at all,negative,negative
starbucks is starbucks that much we know so what sets each cafe apart is how well they make their drinks and how good their service is for being a busy cafe in the heart of clearwater beach the crew here sure do know how to pump out their orders quickly and accurately while being courteous simultaneously and whenever i have issues with my orders they re quick to fix of course i m courteous to them which really is all they ask for because when you re on the beach it seems like anyone who isn t a local are always rude,positive,positive
my love affair with starbucks began in college when a budgeted weekend only soy latte remedied any hangover amped me up and helped forge my way to a now years later my latte love turned lifeline has spiraled and my discretionary income takes a hit more mornings than not there s something very special about a beverage that is a symbol for industriousness and also the reason why i hike out in two feet of snow in freezing weather sometimes with the flu to get a beloved boisson as an aside this location is the best s bux ever the team always manage to exceed my expectations,positive,positive
i love this starbucks so much i go every weekday morning and sometimes on my lunches as well i always use the mobile ordering because it is so convenient my drink food is always perfectly prepared for me and ready as soon as i get there the staff are all super friendly and they are super efficient i used to wait in line before i got the app and they would just pump through the line you don t have to wait minutes here just to put your order in and i love that this is definitely my favourite one in the city,positive,positive
i am never one to complain usually if i get an order wrong anywhere i would still take it and never say a word unfortunately this location gives me reason to complain they never make my drink right and i order straight off the menu with no modifications there is also one staff member that is never nice to me not sure what i would ve done to receive treatment that she shoves the drink at me without even looking at me gives me reason to go to any other starbucks in the area,negative,negative
this is the fivebucks in the lobby of the big marriott in center city and it gets busy and crowded and messy at the sugar creamer station and attracts a few vagrants who are quickly ushered away from tourist eyes meanwhile i needed a latte and i latte i obtained what a rush try not to come here from am on a weekday mob scene,neutral,positive
i really enjoy going to this starbucks the folks here remember your name and are always friendly never have to wait too long keep it up y all,positive,positive
i m simple grande mocha and a cake pop it was chilly when i was in boise so i sucked down a whole lotta coffee i only used the drive thru at this location service was friendly and fast my mocha was a little on the too hot side but i got over it,positive,positive
playing the starbucks stars game today need to keep my gold card status for the little one in our life the service today was excellent when i went up to the counter to get a free refill i was asked how i liked the pineapple black tea and i said i didn t they happily switched my refill to strawberry green tea much better,positive,negative
convenient location friendly service and all menu options are sold here i like the iced teas and iced coffee,positive,positive
most unprofessional starbucks i have ever visited i only go to this one because it is close to work the employees are too concerned with talking about their late night excursions than doing their job i have also heard them on multiple visits talking about the customers in front of them incredibly innapropriate,negative,negative
i have to update my review based on the experience i had on a double star thursday obviously it was a busy morning which is why i placed my order with the mobile app i arrived minutes after the eta i was provided there were at least baristas running around i stood right in front of the mobile order plastic window protector for about minutes without being acknowledged by anyone then another lady came around me and one barista finally came over to ask her first if she s been helped i highly doubt you didn t see my broad shoulders in my large black hoodie sis i just don t know what it is sometimes this location provides outstanding service and then other times you get barely mediocre service at least my eggnogg latte and roasted ham and swiss sandwhich tasted good i asked for shots of espresso in my eggnogg latte but it didn t taste extra charged like i was hoping,neutral,negative
i think it s hard to review chain restaurants like starbucks because they have so many company specific standards to meet that you really should have a similar experience there no matter what location you go to my visit to this location was exactly like any other starbucks i ve been to except for the wifi i was greeted when i walked in the baristas were friendly i got my drink quickly and i was very happy with my chai tea late however i planned on spending a couple hours at starbucks i had a lot of school work to do and i drove several miles from my house to come to this location but it totally wasn t worth the trip because the wifi was incredibly slow when i was watching my lectures they kept stopping and needing to buffer every minutes i ve never had this problem anywhere else the slow wifi was so annoying that i left early and went down the street to corner bakery cafe where i was able to watch my lectures without a single problem definitely won t be coming back to this starbucks to study again,negative,positive
the baristas are bunch beauties drinks are always made correctly and make me feel as good as some cocaine on a monday morning sounds depressing actually it s the opposite me and a couple boys last week did a full send and nailed some broads woke up monday morning did the white and it made me feel like i was born in a new light,positive,positive
so this store has gone down hill since lj has left everyone s a lot less efficient the stores messier then i ve ever seen and no one can really make my drink right it use to be a decent store when lj was working there but now its just bad go to delran or mount laurel instead unless lj comes back,negative,negative
this used to be my favorite starbucks however over the past few months the staff has changed for the worse the young man with the blonde hair is beyond rude the staff is un knowledgeable about the drinks they run out of necessary items to operate a coffee shop it s just awful go at your own risk if the gentleman with the blonde hair is there just turn around he acts as if making your order is a chore,negative,negative
still not sure why a star rating overall they are still a from me the drinks are always awesome and we get great service got the mocha cookie crumble frap this time so good,positive,positive
i have a big secret this is my favorite starbucks location and i go here to times a week okay that s not a big secret my secret is that i have been going here for a few years now and frequently of late and i have never been inside i m usually in a hurry when i go to this location i am either headed to work in the morning or getting a quick caffeine jolt in the afternoon or evening and i always use the drive thru the baristas here are incredibly friendly come to think of it i can t remember a time when i encountered an employee that was rude we all have bad days and i would totally forgive one or two bad experiences but i can t think of any my regular order of a triple venti white mocha and shhh sometimes petite vanilla bean scones always comes out quickly and consistently i guess i need to rethink this starbucks i need to remember to think about it not just when i am in a hurry but also when i am looking for a coffee shop to sit relax and read a book,positive,positive
this starbucks has probably one of the rudest barista s ever slamming the oven throwing our food down i get that it s early but if you hate your job change it three stars because the coffee is good,neutral,positive
this is a large cozy location with ample variety of seating there is a fireplace with cozy armchairs perfect for a casual coffee date or chat there are long shared tables that are perfectly suitable for both groups or individuals if you d like some more privacy to focus on your work single tables are available as are booths there is also a enclave type space for maximum privacy partially separated from the rest of the room by a frosted wall in the several hours i was at my table completing a ridiculous amount of work this location became very busy and rather noisy if you don t mind the bustle then you ll be fine particularly if you choose a table by the window and away from the masses as i did i ordered a fine cup of earl grey tea and a rather delicious almond croissant,positive,positive
this is an average starbucks near the entrance to terminal a and the baggage claim area i have been a couple times while waiting on delayed luggage my order has always been correct so no complaints there there are a few nice chairs to lounge in while burning time,neutral,positive
terrible starbucks mainly because the workers have no common sense instead of handing the drink to the person from the window they put it on the counter next to the register doesn t need to be that difficult or take that long timed my drive through experience minutes insane,negative,negative
i understand people may have bad days in the service industry you deal with people that have no reason that are rude to you and don t care about any other circumstances that you are facing the answer to that is not to treat others the way others have treated you with that said whether you care or not i buy at least coffees per day from your location when i pay for a coffee trust me i know what my order looks and tastes like i don t ask for a free drink only what i ordered and paid for,negative,negative
if there was a zero star option we would choose it this is probably the dirtiest starbucks we ve ever patronized from the obnoxiously loud coughing and sneezing barista if we get sick we blame him to the filthy tables we sat at to the other patron a regular we surmise who acquired a container from the store and proceeded to open a can of dog food and feed his dog at the table next to us this entire experience was disgusting,negative,negative
standard starbucks but with drive thru free wifi and an amazing well spaced outdoor patio it s a great place to do work outside the house during covid,positive,positive
this starbucks seems more organized then most but more importantly the coffee and other drinks are consistently starbucks so you know what hat your getting before you order in the outlet mall so no drive thru lots of outdoor seating a little cramped inside,positive,neutral
every time i come to the play area with my son and my wife i go and buy some coffee while my son is playing but this time i didn t want coffee so i ve asked the girl behind the counter if i can get change for to use for the toy cars and she refused i will never buy a coffee again from any starbucks location,negative,negative
if you want to wait and wait and wait for your simple drink order medium iced coffee while the two employees in the nearly empty coffeeshop hang out and or fill the drink orders for five or six cars that come through the drive thru after you place your order in person at the counter then by all means come to this starbucks not to mention the three mistakes that both the workers made on my drinks order,negative,negative
i stop by this starbucks nearly every day the staff are super friendly quick and i have yet to have a bad experience here i usually order ahead on the app but even when i am in line the service is quick not to mention the fact that i have a custom order that i love and they always make it right i have been to pretty much every starbucks in our area this one is my absolute favorite,positive,positive
the low review is primarily due to the service that has gone significantly downhill i usually stop at this starbucks pretty regularly before work this starbucks has the slowest drive thru of any of them in town yesterday after the line not moving for minutes i just left this morning there weren t many cars but enough that my drink should have been ready when i pulled up instead it was another minutes after my card was processed before i was handed my drink just go inside you say it isn t any faster and i ve had them put my order on the drive thru counter it took me minutes to get someone s attention to grab it for me and the point of a drive thru is for it to be quicker than getting out of your vehicle walking inside waiting in line ordering waiting for your drink and then walking back to your car getting in and driving away they need to take the service in the drive thru and inside up a notch,negative,negative
this starbucks has great friendly employees the coffee and food are the starbucks standard it gets a little crowded in the afternoons and can sometimes be a little loud but i m definitely glad to have it there,positive,positive
excellent location i visit starbucks from manhattan down to this location weekly drinks are always ready for me when i arrive made perfectly and the staff is very friendly,positive,positive
loving the feel of this starbucks always clean and a great group table if you want to come with friends or study groups,positive,positive
i have recently been going to this starbuck s more due to the fact all my meetings are very close to this location i was having a bad day and they asked how i was doing and i said terrible and they gave me a free drink it was really great and kind i went there the following day and the barista asked if i was having a better day it was great to know they remembered me and cared enough to ask i am really impressed by this location,positive,positive
i visited this location today to do a little homework and i had a great experience i ordered a breakfast sammy and latte which was made perfectly and sat down to do school work i wish i remembered the girls name who waited on me the staff was efficient working hard and at the same time having fun i think have an establishment where your team members work hard but are also able to enjoy their time there is important the work place morale seemed to be positive which means that management is doing a great job the positive energy really resonated with me and it makes me want to come back and be a regular here for my second round of coffee i was waited served by i think jordan and larry they both had smiles on their face and were truly the epitome of great customer service,positive,positive
they have updated and now accept the app staff takes their time to get to know you drinks are always spot on see you soon,positive,positive
all i have to say is yum starbucks is delicious their coffee is warm tasty and how coffee should be their passion tea lemonade is sweet and very good i also enjoy their pumpkin and banana walnut slices of bread the location is great i m fond of starbucks,positive,positive
one of the better starbucks i found newer above average size and spacious layout a couple of extra cushioned seats bathrooms clean food case is well placed plenty of parking easy access in and out the usual friendly and efficient baristas lines can get long but never long waits really not much to complain about,positive,positive
this is my cheers the place where everybody knows my name and is happy that i came the place where my caffeine fix is handled promptly and with a smile i have been coming to this particular location for about four years now although i change up my drink order daily the baristas are fast many times the line is long but they work through orders fast and with a smile i do tend to avoid the starbucks with drive thru it always seems the cars take priority so this location works for me a big shout out to danyelle tress jamie and jeremy without you my good mornings would just be plain ordinary mornings,positive,positive
